,acc,loss
0,0.4848124994058162,3.129242949485779
1,0.49995507776737214,2.8346212768554686
2,0.49968749940395357,2.740757398605347
3,0.511015625,2.420880331993103
4,0.5310136711597443,1.9982187509536744
5,0.5319628918170929,1.9576951813697816
6,0.5313164055347442,1.9358399796485901
7,0.5308261716365814,1.9163935804367065
8,0.5304902374744416,1.9014944100379945
9,0.5295644533634186,1.8896913719177246
10,0.5293046867847443,1.876708345413208
11,0.5290761685371399,1.8655734252929688
12,0.5286582052707672,1.8533990359306336
13,0.5284003925323486,1.8436921977996825
14,0.52833984375,1.8324796223640443
15,0.5280371129512786,1.8239041757583618
16,0.5278339850902557,1.8185920119285583
17,0.5280898451805115,1.811830186843872
18,0.5282226610183716,1.8083411836624146
19,0.5282285165786743,1.802853400707245
20,0.5281074202060699,1.7966928458213807
21,0.5290312492847442,1.7889212584495544
22,0.5304199194908142,1.7925056624412536
23,0.5312910115718842,1.7892324900627137
24,0.5444804668426514,1.7307297658920289
25,0.5508730518817901,1.7365480542182923
26,0.5030957013368607,2.639054856300354
27,0.5056464838981628,2.30676344871521
28,0.5062206995487213,2.300129466056824
29,0.5069296848773956,2.296325855255127
30,0.50734961271286,2.294284949302673
31,0.5077910172939301,2.290602893829346
32,0.5082929706573487,2.286672854423523
33,0.5088046848773956,2.281667056083679
34,0.5092226576805114,2.2757100009918214
35,0.5097187495231629,2.269253144264221
36,0.5109238290786743,2.26333710193634
37,0.5116621077060699,2.255419192314148
38,0.5135859358310699,2.245391550064087
39,0.516619143486023,2.2324188804626464
40,0.5202636742591857,2.2192715787887574
41,0.5229570305347443,2.208745975494385
42,0.5263769507408143,2.198829870223999
43,0.5290742206573487,2.1898197317123413
44,0.5311757826805115,2.185246524810791
45,0.5320917963981628,2.1814644002914427
46,0.5327382826805115,2.1794775915145874
47,0.5339062511920929,2.176369934082031
48,0.5344804704189301,2.174183826446533
49,0.5349511682987214,2.172337517738342
50,0.5353808557987213,2.17072877407074
51,0.53564453125,2.1698073101043702
52,0.53616992354393,2.168544306755066
53,0.536437497138977,2.167353811264038
54,0.5365117239952087,2.1677258348464967
55,0.5368359363079072,2.1670620918273924
56,0.5373105466365814,2.16536470413208
57,0.5374199199676514,2.165066466331482
58,0.5381054675579071,2.163653416633606
59,0.5380546903610229,2.162272138595581
60,0.538212890625,2.161663503646851
61,0.5383710932731628,2.1604682636260986
62,0.5388007831573486,2.1587757444381714
63,0.5395292949676513,2.1573791980743406
64,0.5392167973518371,2.156498646736145
65,0.5393437504768371,2.155540118217468
66,0.5393417978286743,2.1547412776947024
67,0.5393046855926513,2.154054169654846
68,0.5395703148841858,2.1523759317398072
69,0.5395566415786743,2.1516113233566285
70,0.5398124969005584,2.1487054061889648
71,0.5403281223773956,2.145444598197937
72,0.5407050764560699,2.1426879596710204
73,0.54054492354393,2.1398810529708863
74,0.5407480454444885,2.137783546447754
75,0.5411250030994416,2.1359515523910524
76,0.5417480480670929,2.133407220840454
77,0.5416894543170929,2.131845383644104
78,0.5422656202316284,2.1290602540969847
79,0.5420585906505585,2.123836808204651
80,0.5427246117591857,2.1157871007919313
81,0.5432851564884186,2.104399461746216
82,0.5440175831317902,2.0954909753799438
83,0.5450644505023956,2.0864239025115965
84,0.5460703146457672,2.0789722108840945
85,0.5470527327060699,2.071025733947754
86,0.5476914036273957,2.064904308319092
87,0.549037104845047,2.054245080947876
88,0.5504414069652558,2.0395722341537477
89,0.5556542921066284,2.0029375052452085
90,0.560712890625,1.945312535762787
91,0.5630605471134186,1.9159522795677184
92,0.5667656230926513,1.8804084539413453
93,0.5704492163658142,1.8458017325401306
94,0.5735820281505585,1.8161512875556947
95,0.5789081990718842,1.7741516828536987
96,0.58216015458107,1.7401879215240479
97,0.5880878925323486,1.703247857093811
98,0.5954863286018371,1.6588736462593079
99,0.6019667971134186,1.6224952006340028
